domain,subject_area,question
Humanities/Social Sciences (Complex),philosophy,"According to Feinberg, a good moral education:"
Professional/Other (Complex),professional_law,"A supermarket had just reopened after a six-month renovation period. The renovations included the repair, replastering, and repainting of the entire ceiling and walls by the painting company. The day following the reopening of the supermarket, the store's manager noticed small fragments of plaster on the floor, which appeared to have fallen from a part of the ceiling about 10-square-feet in area. The manager immediately posted signs in that area that read: ""Caution: Falling Plaster. "" In addition, the manager promptly called the painting company and requested a repairman to attend to the problem. That afternoon, a shopper was shopping in the supermarket and wanted to purchase some canned goods in the posted area. Moving quickly, the shopper reached for the desired items. At that very moment, a section of the ceiling fell and struck the shopper, injuring her very seriously. If the shopper asserts a claim against the supermarket, she probably will"
STEM (Complex),high_school_biology,Which of the following statements best explains why Mendel's principle of segregation was deemed a law?
STEM (Complex),astronomy,The famous Drake equation attempts to answer the following question:
Humanities/Social Sciences (Complex),high_school_macroeconomics,According to monetarist analysis a decrease in the money supply would
Humanities/Social Sciences (Complex),high_school_psychology,Which of the following terms applies to IQ tests?
Professional/Other (Complex),professional_law,"A city entered into a small-cost construction contract with a construction company whereby the latter obligated themselves to perform certain minor sewer repair work. Two months after completion of the work, the company sued the city for its failure to pay under the terms of the contract. At trial, the company's construction supervisor who personally oversaw all the repair work was called to testify. He sought to testify about the amount of sewer pipe used, the number of hours required to complete the job, and the number of workers employed by the company during the construction repair work. The defendant's attorney objected on the grounds that the company routinely recorded such factual information in their log books, which were in the company's possession. As a consequence, the supervisor's testimony should be ruled"
STEM (Complex),high_school_chemistry,The Pauli exclusion principle states that
STEM (Complex),high_school_biology,Which of the following statements about meiosis is correct?
STEM (Complex),high_school_physics,"If the force of gravity between the Moon and the Earth were to stop, which statement best describes the resulting motion of the moon?"
Humanities/Social Sciences (Complex),high_school_psychology,"Coach Perry is training Lana to be the kindergarten soccer team's goalie. Coach Perry starts by rolling the ball to Lana slowly so she can stop it; he gradually begins to roll the ball faster and to different parts of the goal, all the while praising her successful attempts. The technique Coach Perry is using is called"
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I was feeling a little tired so I parked in the handicap parking spot. Scenario 2 | I licked the fruit before serving it to my guests."
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I bought out the condo building and replaced it with a homeless shelter. Scenario 2 | As my grandparents slept, I soiled their laundry."
Humanities/Social Sciences (Complex),high_school_psychology,"According to Abraham Maslow, esteem needs must at least be partially met before one is prompted to satisfy"
Professional/Other (Complex),professional_law,"A contractor learned that a city intended to open a new grammar school and was going to ask for bids to construct the school. The contractor decided to submit a bid to do the construction. The contractor contacted all of the subcontractors she had worked with in the past, informed them of the specifics of the school construction project, and asked each to submit a bid for the work they would be requested to perform. An insulation company submitted a bid of $25,000 to do the required insulation work in the new school. Based on that and other subcontract bids, the contractor prepared a general bid and submitted it to the city. Three days after the contractor submitted the bid to the city, the insulation company notified the contractor that it had overbooked its workforce and would be unable to perform the insulation work. The next day, the city notified the contractor that she had won the bid to build the school. The contractor was forced to find another company to do the insulation work. The other company charged the contractor $30,000 to do the insulation. Which of the following arguments best supports the claim for $5,000 by the contractor against the insulation company?"
STEM (Complex),high_school_physics,"A ball of mass is attached to a string connected to the ceiling, forming a pendulum. When the string is raised to an angle of 50 degrees below the horizontal (the ceiling) and released, the ball swings back and forth with a period of 0.4 s. Which of the following changes to the pendulum would decrease the period of the pendulum?"
Professional/Other (Complex),professional_law,"A homeowner awoke one night and observed a thief stealing chickens from his backyard chicken coop. He thought he saw a gun but could not tell for sure. While the thief was exiting with a sack of chickens, the homeowner got his hunting rifle and shot him dead. The authorities charged the homeowner with homicide. At the trial, he defended on the basis that he was in fear for his safety, and was legally authorized to use deadly force to defend his dwelling and person from the illegal threat. Is the defense to homicide valid under these facts?"
Humanities/Social Sciences (Complex),philosophy,Baier argues that moral rules:
Humanities/Social Sciences (Complex),sociology,Someone who gains a higher (or lower) social position than he or she was born into has experienced
STEM (Complex),high_school_computer_science,A programmer uses code published online under a Creative Commons Attribution (C C B Y) license in a commercial product. Which of the following best describes an acceptable use of the code?
Humanities/Social Sciences (Complex),high_school_macroeconomics,A financial planner on a popular TV show convinces more Americans to save for retirement. What is the result on the supply and demand for loanable funds?
Professional/Other (Complex),professional_law,"Two cars were driving within the legal speed limit as they approached an intersection. There are no traffic lights, stop signs, or warnings posted at this intersection. Both vehicles entered the intersection simultaneously and collided. In the accident, one of the drivers suffered a broken pelvis and internal injuries. Although the other driver's truck was slightly damaged, he did not suffer any physical injuries. Thereafter, the injured driver sued the city for negligence, claiming that the city failed to provide adequate warning at the intersection, which she contended was particularly dangerous and heavily traveled. At trial, the city attorney offers evidence that the intersection has been the same for 14 years, and no other accidents have occurred during that time. Upon objection by the injured driver's attorney, this evidence should be"
Professional/Other (Complex),professional_law,"Co-defendants were dealers at a casino. They had been employed by the casino for four years. One day, they were unexpectedly fired by the casino's new manager. Apparently, the casino hired the new manager to get rid of some of the old-time employees and replace them with new personnel at a lower wage. Angered by their firing, the codefendants vowed to get back at the casino. As their revenge, they decided to plant a bomb in the casino and demand $1,000,000. After receiving the money, they would then reveal the location of the bomb and provide details for defusing it. The co-defendants agreed that the casino should be given adequate warning so that nobody would be injured. In accordance with their plan, one of the co-defendants, who was an electronics expert, built the bomb himself. He alone then drove to the casino where he placed the bomb in a hallway closet. Shortly thereafter, the other co-defendant phoned the casino and made a demand for the money. He said a bomb was in the casino and that it would explode in 24 hours unless the money was paid. The casino treated their demand as a crank call and refused to make any payment. With their plans having gone awry, the codefendants agreed that one of them should return to the casino and defuse the bomb. As one of the co-defendants was driving back to the casino, the bomb exploded, killing 30 people. A subsequent investigation revealed that a faulty wire caused the bomb to detonate prematurely. A state statute provides that detonating or attempting to detonate a bomb or explosive device in or near a building or dwelling is a felony. If the co-defendants are charged with violating the aforementioned statute, which of the following statements is correct?"
Humanities/Social Sciences (Complex),high_school_psychology,Which of the following disorders is the result of an abnormality of the twenty-first chromosomal pair?
Professional/Other (Complex),professional_law,"A cattle rancher owned substantial oil and mineral interests in the southwest. In July 1990, the rancher acquired title to a 200-acre tract in a rural area. In 1997, the rancher conveyed the 200-acre tract for a consideration of one dollar, receipt of which was acknowledged, ""to my uncle, his heirs, and assigns, but if my uncle's wife dies without issue, to my personal assistant and her heirs and assigns. ""After taking possession of the 200-acre tract, the uncle discovered considerable oil reserves on the property. He then began oil drilling operations and removed large quantities of oil, which he sold. At no time did he give notice to the personal assistant of his oil-drilling activities. Months passed before the personal assistant learned that the uncle was selling oil from the drilling operations. The personal assistant has now brought an action in equity for an accounting of the value of the oil removed and for an injunction against any further oil removal. If the decision is in favor of the uncle, it will be based on the fact that"
Humanities/Social Sciences (Complex),high_school_psychology,Probabilistic reasoning from specific observations to general propositions is known as
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | There was no restroom around so I asked the security guard where to find one. Scenario 2 | I added hot sauce to my friend's birthday cake."
Humanities/Social Sciences (Complex),high_school_psychology,Iconic memory refers to
Professional/Other (Complex),professional_law,"Two men attended a state fair airshow to watch the balloons go up in the air. When they got there, they saw a high-ticket group, apparently high-society people, attending an air history video. They took over the meeting room, waving their guns menacingly, and demanded their watches, wallets and jewelry. When they took inventory of their bounty, they found that the customers were actually from a university history club and that they had little real jewelry, watches or wallets, they became enraged and struck several of the participants, killing one and badly injuring another. Which of the following is the most accurate list of common law crimes that they may likely be convicted of? Do not select attempted crimes if they were consummated."
Humanities/Social Sciences (Complex),philosophy,Feinberg claims that most arguments for psychological egoism:
Humanities/Social Sciences (Complex),high_school_psychology,"According to Erikson, those who look back at the end of their lives with regrets and the feeling that their lives have lacked fulfillment evidence unsuccessful resolution of the challenge of"
Humanities/Social Sciences (Complex),high_school_world_history,"This question refers to the following information.
The passage below is taken from testimony before Parliament.
Joshua Drake, called in; and Examined.
You say you would prefer moderate labour and lower wages; are you pretty comfortable upon your present wages?
—I have no wages, but two days a week at present; but when I am working at some jobs we can make a little, and at others we do very poorly.
When a child gets 3s. a week, does that go much towards its subsistence?
—No, it will not keep it as it should do.
Why do you allow your children to go to work at those places where they are ill-treated or over-worked?
—Necessity compels a man that has children to let them work.
Then you would not allow your children to go to those factories under the present system, if it was not from necessity?
—No.
—Testimony given before the Sadler Committee, 1831–32
Which period in history is associated with the conditions described in the passage?"
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I kicked John out into the hall for being Jewish. Scenario 2 | I went to the bathroom inside the elevator."
Professional/Other (Complex),professional_law,"A plaintiff sued a defendant in connection with the dissolution of a partnership they had formed to run a parcel delivery service. They had relied on a business attorney in establishing the business. After the business failed, the plaintiff and the defendant disagreed about their respective obligations. At trial, both have hired new counsel. The plaintiff calls the business attorney to testify to representations the defendant made in meetings she had with the plaintiff and the business attorney. The defendant objects to the business attorney's testimony, invoking the attorney-client privilege. Should the court uphold the defendant's privilege claim?"
STEM (Complex),high_school_physics,"A body moving in the positive x direction passes the origin at time t = 0. Between t = 0 and t = 1 second, the body has a constant speed of 24 meters per second. At t = 1 second, the body is given a constant acceleration of 6 meters per second squared in the negative x direction. The position x of the body at t = 11 seconds is"
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took naked pictures of women without their consent Scenario 2 | I gave the new teacher a classroom of 15 children."
Professional/Other (Complex),professional_law,"Two days before his home was to be sold at a foreclosure sale, a homeowner obtained a temporary restraining order (TRO) in federal court that prevented his lender from proceeding with the sale for 14 days or until a preliminary injunction hearing could take place, whichever was sooner. When a preliminary injunction hearing could not be scheduled within the original 14-day period, the court extended the TRO for another 30 days. The lender appealed the court's order extending the TRO. The homeowner has moved to dismiss the appeal. Is the appellate court likely to dismiss the appeal?"
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I spread fertilizer all over my neighbor's vegetable garden. Scenario 2 | I got leftovers because I could not finish my supper."
Humanities/Social Sciences (Complex),sociology,Which of the following is not a regular national survey carried out by the British government?
Professional/Other (Complex),professional_law,"Government drug officials from a neighboring country contacted a federal agency notifying the agency that drugs were being shipped by express mail next-day service to a defendant. The federal agency contacted the local police with the information regarding the defendant. The local police had long suspected the defendant of dealing drugs. The next day, two undercover police officers drove to the defendant's home and waited outside. A couple of hours later, the officers saw an express mail delivery truck pull up outside the defendant's home. The delivery person carried an express mail box to the front door and rang the doorbell. The officers then witnessed the defendant answer the door and take the package inside. Approximately 20 minutes later, the defendant left the house carrying the express mail box. She walked to her car, placed the package in the trunk, and drove off. The police followed in the squad car and pulled her over at the next traffic signal. The officers placed the defendant under arrest and instructed her to open the trunk. They confiscated the express mail box and opened it. Inside was a package of white powder, which lab tests later confirmed to be cocaine. The defendant was charged with illegal possession of cocaine. While awaiting trial, her attorney filed a motion to suppress the introduction of the cocaine into evidence. The motion will be"
Humanities/Social Sciences (Complex),high_school_psychology,Grounding a child for two weeks after the child has misbehaved is an example of
Professional/Other (Complex),professional_law,"A woman from State A filed an action against a retailer in a state court in State B. The complaint alleged that the retailer had not delivered $100,000 worth of goods for which the woman had paid. Twenty days after being served, the retailer, which is incor-porated in State C and has its principal place of business in State B, filed a notice of removal in a federal district court in State B. Was the action properly removed?"
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I told my son it was okay to lick the cactus. Scenario 2 | I vacuumed her car after our interactions at home."
Professional/Other (Complex),professional_medicine,"A 22-year-old male college student presents to the office with a 6-month history of intermittent loose stools alternating with constipation. He says that he has been constipated for the past 5 days and denies hematochezia and melena. He says that he usually has loose stools during final exam week. Vital signs are normal. Physical examination reveals mild diffuse abdominal tenderness, and the remainder of the findings are normal. Where does the sympathetic innervation for the viscera involved in this patient's condition originate?"
Humanities/Social Sciences (Complex),high_school_world_history,"This question refers to the following information.
""To slacken the tempo would mean falling behind. And those who fall behind get beaten. But we do not want to be beaten. No, we refuse to be beaten! One feature of the history of old Russia was the continual beatings she suffered because of her backwardness. She was beaten by the Mongol khans. She was beaten by the Turkish beys. She was beaten by the Swedish feudal lords. She was beaten by the Polish and Lithuanian gentry. She was beaten by the British and French capitalists. She was beaten by the Japanese barons. All beat her––because of her backwardness, because of her military backwardness, cultural backwardness, political backwardness, industrial backwardness, agricultural backwardness. They beat her because it was profitable and could be done with impunity. You remember the words of the pre-revolutionary poet: ""You are poor and abundant, mighty and impotent, Mother Russia."" Those gentlemen were quite familiar with the verses of the old poet. They beat her, saying: ""You are abundant,"" so one can enrich oneself at your expense. They beat her, saying: ""You are poor and impotent,"" so you can be beaten and plundered with impunity. Such is the law of the exploiters––to beat the backward and the weak. It is the jungle law of capitalism. You are backward, you are weak––therefore you are wrong; hence you can be beaten and enslaved. You are mighty––therefore you are right; hence we must be wary of you.
That is why we must no longer lag behind.""
Joseph Stalin, speech delivered at the first All-Union Conference of Leading Personnel of Socialist Industry, February 4, 1931
Stalin's efforts to advance Russia as justified by his mention of the ""continual beatings"" were vindicated by which of the following historical events?"
STEM (Complex),high_school_chemistry,Radon is a health hazard because
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | While my parents were fast asleep, I cooked coke. Scenario 2 | I invited my student to the lighthouse for a romantic evening."
Humanities/Social Sciences (Complex),philosophy,Feinberg claims that the story about Abraham Lincoln:
Professional/Other (Complex),professional_law,"A supplier of ink for printers sent the following letter to all of its customers:""Closeout special! We have decided to no longer stock green ink cartridges. We have on hand a limited supply of green ink cartridges for all printers; when they're gone, they're gone! Please submit your orders as soon as possible to make sure your order can be filled. ""One of the regular customers of the supplier sent the following reply by fax:""Sorry to hear that you will no longer carry green ink cartridges, since that is one of our favorite colors. Please ship 100 green ink cartridges to our office as soon as possible. ""The supplier faxed an acknowledgement of the order to the customer with a promise that the cartridges would be shipped out in one week. The next day, the supplier received the following e-mail from the customer:""Please cancel our order. We just discovered that we already have plenty of green ink cartridges in inventory. "" The supplier proceeded to sell its entire stock of green ink cartridges at its asking price to other customers. In an action for breach of contract by the supplier against the customer, what is the maximum amount of damages that the supplier should be entitled to recover?"
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I threw rocks at the birds in the backyard. Scenario 2 | I brought a nurse in for career day."
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I backed the truck up into the lake. Scenario 2 | During gun practice I shot a hole in the strawman's ear."
Humanities/Social Sciences (Complex),high_school_macroeconomics,The Phillips curve represents the relationship between
Professional/Other (Complex),professional_law,"Two men agreed to burglarize a home. While they were planning the burglary, the two men learned that the home had a sophisticated alarm system that needed to be disarmed. One of the men told the other that he knew an alarm specialist who could help disarm the security system. One of the men then approached the alarm specialist and asked if he would assist them in disarming the home's alarm system. The alarm specialist said that he didn't want to participate in the crime but told the man how he could disarm the system himself. The two men thereafter went to the home to commit the burglary. When they arrived at the home, they saw a vicious guard dog patrolling the fenced-in area of the home. Deciding it would be too risky to confront the dog, the two men abandoned their planned burglary. Which of the following is the most accurate statement regarding the criminal liability of the two men and the alarm specialist?"
STEM (Complex),high_school_chemistry,"A student has a liter of a 0.100 M solution of a strong acid. To prepare a buffer, this should be mixed with"
Humanities/Social Sciences (Complex),high_school_macroeconomics,In what ways is contractionary fiscal policy in the United States likely to affect domestic interest rates and the international value of the dollar?
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took naked pictures of women with their consent Scenario 2 | I left from the movie theater without notifying anyone."
Professional/Other (Complex),professional_law,"Pete Smith is the active partner and Bill Jones is the silent partner in a general partnership known as ""Pete Smith Plumbing."" After six years of being uninvolved in the management of the partnership business, Bill purchases 100 toilets for the business. Pete is incensed because it will probably take years to use up the inventory of so many toilets and seeks your advice. The best advice is"
Professional/Other (Complex),professional_law,"Proposed legislation was offered to a state legislature that would reorganize the state police. The bill created a great deal of controversy, both in and outside the state government. Several leaders of the minority party in the legislature decided to oppose the legislation. One member of the minority party disagreed with his party's opposition to the bill and publicly announced his support for the legislation. The minority party leaders called a caucus to discuss and determine their legislative strategy for floor debate on the bill. When the disagreeing member appeared at the door of the caucus room, he was denied admission because of his anti-party stance. He was also informed that he would be removed from all of his committee assignments. During the caucus, the party members discussed other means of disciplining the member for his party insubordination. It was suggested that they issue a press release in which the party would publicly castigate him for his actions. The leader of the party said that ""the member is a cutthroat politician who is only looking out for where his next buck will come from. ""Which of the following constitutional provisions would give the ousted member his best grounds for challenging his exclusion from the party caucus?"
Professional/Other (Complex),professional_law,"An owner of a pizza and Italian foods restaurant opens a new location on a street where another owner has a burger restaurant. It seems like business is slow for the pizza place owner and he eyes up his competitor, the burger man, as the reason. The pizza owner starts to make false statements about the burger restaurant and its inferior ingredients, which he says have been causing ptomaine poisoning in some of the customers. When burger joint owner loses customers and business income to pizza place owner, can he sue for conversion?"
Professional/Other (Complex),professional_law,"A man and a woman were partners in an automobile leasing agency. For some time, the man had been embezzling money from the agency. The woman became suspicious and told the man that she wanted to engage an accounting firm to audit the agency's books. In a panic to prevent the audit and avoid being discovered, the man decided to have the woman killed. He contacted a professional killer and hired him to kill the woman for $10,000. A short time later, the woman died in a car crash arranged by the killer. In addition to embezzlement, of what crime or crimes may the man properly be convicted?"
Humanities/Social Sciences (Complex),high_school_psychology,Which of the following explanations of why a 17-year-old drives his car at or below the speed limit best illustrates Kohlberg's conventional level of morality?
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I throw a ball quickly to another child. Scenario 2 | I perused through a jewelry store over the weekend."
Professional/Other (Complex),professional_law,Seller says a circumstance has occurred that makes performing a sales contract impractical. Which of the following is not correct about discharge for impracticability?
Humanities/Social Sciences (Complex),high_school_psychology,"Jeanette locked the front door and then checked it by turning the knob. She checked it a second time. After walking halfway down the path to the street, Jeanette went back to the door and checked to make sure that it was locked. Her behavior appears to be"
Humanities/Social Sciences (Complex),high_school_macroeconomics,The CPI is calculated for each by
Humanities/Social Sciences (Complex),high_school_psychology,A game show like Jeopardy! asks players to demonstrate which of the following types of intelligence?
STEM (Complex),high_school_physics,A sphere starts from rest atop a hill with a constant angle of inclination and is allowed to roll without slipping down the hill. What force provides the torque that causes the sphere to rotate?
Professional/Other (Complex),professional_medicine,"A 33-year-old female presents to the office with the complaint of chronic pelvic pain that began after she underwent a hysterectomy 6 months ago. Following a physical examination, a CT scan of the pelvis is ordered. After the scan is complete, the radiologist calls to report that the patient has a surgical sponge in her pelvis. In a subsequent malpractice suit, the plaintiff establishes that the sponge could not have been left unless there was negligence. The most appropriate term to represent the legal concept invoked by the patient is"
Humanities/Social Sciences (Complex),high_school_world_history,"This question refers to the following information.
An Act to place certain restrictions on Immigration and to provide for the removal from the Commonwealth of Prohibited Immigrants.
…
3. The immigration into the Commonwealth of the persons described in any of the following paragraphs in this section (hereinafter called ""prohibited immigrants"") is prohibited, namely
(a) Any person who when asked to do so by an officer fails to write out at dictation and sign in the presence of the officer a passage of fifty words in length in a European language directed by the officer;
(b) Any person in the opinion of the Minister or of an officer to become a charge upon the public or upon any public or charitable organisation;
…
(g) Any persons under a contract or agreement to perform manual labour within the Commonwealth: Provided that this paragraph shall not apply to workmen exempted by the Minister for special skill required by Australia…
Immigration Restriction Act of 1901 (Australia)
Whereas in the opinion of the Government of the United States the coming of Chinese laborers to this country endangers the good order of certain localities within the territory thereof;
Therefore,
Be it enacted by the Senate and House of Representatives of the United States of America in Congress assembled, That from and after the expiration of ninety days next after the passage of this act, the coming of Chinese laborers to the United States be suspended; and during such suspension it shall not be lawful for any Chinese laborer to come, or having so come after the expiration of said ninety days to remain within the United States.
SEC. 2. That the master of every vessel who shall knowingly bring within the United States on such vessel, and land or permit to be landed, any Chinese laborer, from any foreign port or place, shall be deemed guilty of a misdemeanor, and on conviction thereof shall be punished by a fine of not more than five hundred dollars for each and every such Chinese laborer so brought, and may be also imprisoned for a term not exceeding one year….
Chinese Exclusion Act of 1882 (United States)
The emphasis on language in the first passage is most safely interpreted as"
Humanities/Social Sciences (Complex),high_school_world_history,"This question refers to the following information.
""The quicksilver mines of Huancavelica are where the poor Indians are so harshly punished, where they are tortured and so many Indians die; it is there that the noble caciques [headmen] of this kingdom are finished off and tortured. The same is true in all the other mines: the silver mines of Potosi [and others]….The owners and stewards of the mines, whether Spaniards, mestizos, or Indians, are such tyrants, with no fear of God or Justice, because they are not audited and are not inspected twice a year….
And they are not paid for the labor of traveling to and from the mines or for the time they spend at the mines. The Indians, under the pretext of mining chores, are made to spend their workdays herding cattle and conveying goods; they are sent off to the plains, and the Indians die. These Indians are not paid for their labor, and their work is kept hidden.
And [the mine owners] keep Indian cooking women in their residences; they use cooking as a pretext for taking concubines….And they oblige the Indians to accept corn or meat or chicha [corn beer]…at their own expense, and they deduct the price from their labor and their workdays. In this way, the Indians end up very poor and deep in debt, and they have no way to pay their tribute.
There is no remedy for all this, because any [colonial official] who enters comes to an agreement with the mine owners, and all the owners join forces in bribing him….Even the protector of the Indians is useless;…he [does not] warn Your Majesty or your royal Audiencia [court] about the harms done to the poor Indians.""
Excerpt from The First New Chronicle and Good Government [abridged], by Felipe Guaman Poma de Alaya. Selected, translated, and annotated by David Frye. Copyright 2006 Hackett Publishing Company. Reprinted with permission from the publisher.
Felipe Guaman Poma de Ayala, The First New Chronicle and Good Government, ca. 1610
The views expressed in the passage are best seen as evidence for which of the following in the society of Spanish South America?"
Professional/Other (Complex),professional_law,"At a defendant's trial for burglary, the defendant has called a witness who has testified without objection that the defendant said shortly after his arrest, ""They've got the wrong person for this, because I have an alibi."" The prosecutor seeks to cross- examine the witness about why she did not mention that statement when the police asked her whether the defendant had said anything to her about having an alibi. Is the prosecutor's proposed cross-examination proper?"
Humanities/Social Sciences (Complex),philosophy,"According to Hobbes, in the condition of man in which there is a state of war of everyone against everyone, every man has a right to _____."
Humanities/Social Sciences (Complex),high_school_psychology,A person who experiences flashbacks and nightmares after being involved in a serious car accident is likely to be diagnosed with which psychological disorder?
Humanities/Social Sciences (Complex),high_school_macroeconomics,Kevin wants shoes and grows turnips. Lisa wants turnips and makes sheet metal. Bob wants sheet metal and makes shoes. Which function of money will cater most directly to the situation at hand?
STEM (Complex),high_school_chemistry,A mechanism is a sequence of elementary reactions that add up to the overall reaction stoichiometry. A substance that is produced in one elementary reaction and consumed in another is called
STEM (Complex),high_school_physics,"Optometrists use a linear scale of lens power, measured in diopters, to prescribe corrective lenses. Sufferers of myopia, or nearsightedness, have difficulty resolving distant objects because the lenses in their eyes are too strong. If a myopic person has a prescription of -5 diopters, what image do her corrective lenses create for distant objects?"
Humanities/Social Sciences (Complex),high_school_macroeconomics,Automatic stabilizers in the economy serve an important role in
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I saw a drowning man and I threw a rock at his head. Scenario 2 | I bought some computer parts and returned them after I found out they were broken."
Humanities/Social Sciences (Complex),high_school_world_history,"This question refers to the following information.
""At least one of the [world's] societies would have to somehow enormously increase its productivity [in order to achieve global hegemony]. That quantum jump would have to be made before the various scientific, technological, agricultural, and industrial revolutions on which our post-quantum-leap world rests. It could only be accomplished by exploiting the ecosystems, mineral resources, and human assets of whole continents outside the lands of the society making the jump. Western Europe did just that by means of its brutality and guns and, more important, by geographical and ecological luck.""
Copyright © 2015 Cambridge University Press.
Alfred Crosby, historian, Ecological Imperialism, 2004
Crosby's argument in the passage is most likely a response to which of the following developments of the period 1450–1750 C.E.?"
Professional/Other (Complex),management,What is the term Tuckman uses for reaching consensus as a group?
Professional/Other (Complex),professional_medicine,"A 57-year-old woman comes to the office for a preoperative evaluation 2 weeks before undergoing scheduled laparoscopic cholecystectomy. Medical history is otherwise unremarkable and the patient takes no medications. Family history is significant for stable angina in her father and rheumatoid arthritis in her mother. The patient has a 102-year-old grandmother who resides in a nursing care facility and has Parkinson disease. The patient does not smoke cigarettes or drink alcoholic beverages. During the interview, her face is expressionless. She has a flexed posture and is unable to open her mouth wide. She is 173 cm (5 ft 8 in) tall and weighs 81 kg (179 lb); BMI is 27 kg/m2 . Vital signs are normal. Physical examination discloses thickening and hardening of the skin over the dorsum of the hands and forearms, as well as mild kyphosis. Strength testing shows no abnormalities; muscle tension is normal. Passive and active range of motion of the upper extremities is full. Gait is slow and deliberate. The remainder of the physical examination discloses no abnormalities. Prior to surgery, further evaluation is indicated for which of the following conditions in this patient?"
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | On my mom's birthday card I wrote she looked so young. Scenario 2 | I got a good grade on the test because I saw the answer sheet."
Humanities/Social Sciences (Complex),high_school_macroeconomics,"Which of the following statements would ""supply-side"" economists disagree with?"
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I helped him in English by proofreading his essay.   Scenario 2 | I was very proud of the SAT test scores I got for Henry."
Professional/Other (Complex),professional_medicine,"A previously healthy 37-year-old woman comes to the physician because of a 3-month history of episodes of severe anxiety, shortness of breath, palpitations, and numbness in her hands and feet. Her vital signs are within normal limits. Physical examination shows no abnormalities. Thyroid function studies and an ECG show no abnormalities. Which of the following is the most appropriate pharmacotherapy?"
Professional/Other (Complex),professional_law,"A state has the following statute in effect:""No person shall sell, barter, furnish, or give to a minor under 16 years of age an air gun, rifle, shotgun, pistol, or other firearm; or being the owner or having charge or control thereof, knowingly permit it to be used by a minor under such age. Whoever violates this statute shall be fined not more than $1,500 (one thousand five hundred dollars), or imprisoned not more than 45 days, or both. ""A mother purchased an air rifle, which she gave to her son. The mother, a police officer, who was familiar with firearms, trained her son in the systematic practice of care in the use of the air rifle. One afternoon, the son, who was 15 years of age, was playing with his friends. The three boys took turns firing the air rifle, which discharged small pellets, at various targets in the son's back yard. As one of the friends, who was 16 years old, was using the air rifle, he fired a shot over the other friend's head, intending to frighten him. The pellet missed the other friend, but struck a next-door neighbor in the eye, severely injuring her. The mother is subsequently charged with violating the state statute. As her defense, the mother claims that she erroneously believed the statute prohibited firearms to be given or sold to minors under 15 years of age. If the mother's mistaken belief is honest, it should"
Humanities/Social Sciences (Complex),high_school_psychology,"As a result of an accident, Abdul lost sight in his right eye. To judge the distance of vehicles when he is driving, Abdul is able to rely on cues of"
Humanities/Social Sciences (Complex),high_school_macroeconomics,In a recession expansionary monetary policy is designed to
